timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1772216663294,178,GET - Cart,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-13,text,false,,1788,129,20,20,https://www.saucedemo.com/cart.html,177,0,117
1772216663309,172,GET - Cart,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-19,text,false,,1788,129,20,20,https://www.saucedemo.com/cart.html,172,0,114
1772216663310,171,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-17,text,false,,1788,234,20,20,https://www.saucedemo.com/,171,0,114
1772216663319,174,GET - Cart,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-18,text,false,,1788,129,20,20,https://www.saucedemo.com/cart.html,174,0,117
1772216663325,173,GET - Cart,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-8,text,false,,1788,129,20,20,https://www.saucedemo.com/cart.html,173,0,115
1772216663323,177,GET - Cart,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-5,text,false,,1788,129,20,20,https://www.saucedemo.com/cart.html,177,0,118
1772216663343,177,GET - Checkout Step One,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-4,text,false,,1788,142,20,20,https://www.saucedemo.com/checkout-step-one.html,177,0,117
1772216663360,164,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-10,text,false,,1788,234,20,20,https://www.saucedemo.com/,164,0,108
1772216663364,165,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-3,text,false,,1788,234,20,20,https://www.saucedemo.com/,165,0,109
1772216663400,160,GET - Checkout Step One,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-20,text,false,,1788,142,20,20,https://www.saucedemo.com/checkout-step-one.html,160,0,107
1772216663389,172,GET - Checkout Step One,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-16,text,false,,1788,142,20,20,https://www.saucedemo.com/checkout-step-one.html,172,0,115
1772216663378,184,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-2,text,false,,1788,234,20,20,https://www.saucedemo.com/,183,0,124
1772216663380,183,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-9,text,false,,1788,234,20,20,https://www.saucedemo.com/,183,0,122
1772216663406,169,GET - Checkout Step One,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-12,text,false,,1788,142,20,20,https://www.saucedemo.com/checkout-step-one.html,169,0,108
1772216663390,185,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-11,text,false,,1788,234,20,20,https://www.saucedemo.com/,185,0,121
1772216663382,193,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-1,text,false,,1788,234,20,20,https://www.saucedemo.com/,193,0,122
1772216663444,167,GET - Cart,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-7,text,false,,1788,129,20,20,https://www.saucedemo.com/cart.html,167,0,109
1772216663406,213,POST - Login,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-15,text,false,,1788,234,20,20,https://www.saucedemo.com/,213,0,145
1772216663109,520,GET - Cart,429,Unknown Error,Thread Group 3 - Kịch bản tùy chỉnh 3-14,text,false,,1788,129,20,20,https://www.saucedemo.com/cart.html,520,0,115
